date,e,c,h,g,ne
2022-02-25 15:00:00,18090.79,3469.39,1.66,19.2,9789.71
2022-02-25 16:00:00,17692.38,3568.58,1.64,19.16,7114.57
2022-02-25 17:00:00,17127.61,3389.63,1.72,18.43,3152.24
2022-02-25 18:00:00,16905.27,3146.95,1.68,17.75,670.55
2022-02-25 19:00:00,16968.47,2844.56,1.47,17.09,229.04
2022-02-25 20:00:00,16324.57,2636.22,1.37,16.21,2.19
2022-02-25 21:00:00,17665.4,2466.32,1.22,16.65,1.57
2022-02-25 22:00:00,18306.88,2298.31,1.1,16.66,1.61
2022-02-25 23:00:00,17988.66,2029.12,1.07,15.86,1.24
2022-02-26 00:00:00,17741.6,1950.24,1.05,15.54,1.27
2022-02-26 01:00:00,17565.63,1858.62,1.06,15.23,1.46
2022-02-26 02:00:00,17516.45,1830.6,1.11,15.14,1.25
2022-02-26 03:00:00,17491.94,1765.07,1.23,15.01,1.79
2022-02-26 04:00:00,16585.89,1800.37,1.29,14.53,1.26
2022-02-26 05:00:00,16197.82,1905.28,1.3,14.52,1.2
2022-02-26 06:00:00,16934.59,1897.41,2.26,15.14,1.16
2022-02-26 07:00:00,17097.21,1930.9,2.4,15.34,215.66
2022-02-26 08:00:00,16948.1,1975.65,2.01,15.27,3024.44
2022-02-26 09:00:00,17366.68,2127.03,1.9,15.84,6711.14
2022-02-26 10:00:00,17604.27,2435.34,1.67,16.63,9576.47
2022-02-26 11:00:00,17560.89,2738.23,1.57,17.25,12071.24
2022-02-26 12:00:00,18129.28,3092.24,1.45,18.35,13027.38
2022-02-26 13:00:00,18271.66,3457.25,1.41,19.24,12648.28
2022-02-26 14:00:00,17080.17,3641.22,1.35,18.89,11456.26
2022-02-26 15:00:00,17896.29,3920.35,1.37,20.01,10024.79
2022-02-26 16:00:00,17630.59,3985.14,1.23,19.96,7537.1
2022-02-26 17:00:00,17293.82,3898.06,1.17,19.55,3525.1
2022-02-26 18:00:00,17265.39,3583.62,1.21,18.85,711.93
2022-02-26 19:00:00,17209.46,3235.33,1.26,18.06,256.25
2022-02-26 20:00:00,16317.81,2940.18,1.17,16.84,3.42
2022-02-26 21:00:00,15886.46,2639.4,1.07,15.89,1.31
2022-02-26 22:00:00,15669.61,2462.97,1.01,15.36,1.02
2022-02-26 23:00:00,15361.24,2295.79,0.99,14.8,1.4
2022-02-27 00:00:00,14936.23,2088.28,1.0,14.08,1.5
2022-02-27 01:00:00,14980.11,2022.16,1.0,13.96,1.43
2022-02-27 02:00:00,14940.07,1998.21,1.07,13.9,1.06
2022-02-27 03:00:00,14776.4,1948.0,1.15,13.7,1.43
2022-02-27 04:00:00,15075.87,1932.78,1.19,13.86,1.18
2022-02-27 05:00:00,15458.05,1972.99,1.23,14.19,1.33
2022-02-27 06:00:00,15889.06,2025.83,1.43,14.62,1.52
2022-02-27 07:00:00,16009.67,2049.93,1.6,14.77,259.76
2022-02-27 08:00:00,15965.5,2032.58,1.69,14.72,3185.08
2022-02-27 09:00:00,16010.9,2295.59,1.5,15.29,6959.96
2022-02-27 10:00:00,16374.32,2672.52,1.45,16.34,9811.68
2022-02-27 11:00:00,16640.0,3112.25,1.34,17.45,11950.24
2022-02-27 12:00:00,17680.68,3684.55,1.17,19.32,13002.28
2022-02-27 13:00:00,17654.68,4011.89,1.14,20.02,11128.14
2022-02-27 14:00:00,17678.84,4302.24,1.01,20.65,9636.57
2022-02-27 15:00:00,17759.83,4540.92,0.95,21.21,8139.49
2022-02-27 16:00:00,17820.13,4513.73,0.93,21.18,5495.31
2022-02-27 17:00:00,17471.11,4351.72,0.93,20.61,2437.03
2022-02-27 18:00:00,17440.86,4022.73,1.04,19.89,563.3
2022-02-27 19:00:00,17237.78,3709.46,1.03,19.08,124.68
2022-02-27 20:00:00,16511.14,3428.14,1.0,18.0,1.13
2022-02-27 21:00:00,16090.1,3089.49,1.0,16.99,1.46
2022-02-27 22:00:00,16051.65,2862.5,0.98,16.47,1.57
2022-02-27 23:00:00,15629.38,2780.85,0.94,16.02,1.61
2022-02-28 00:00:00,15642.93,2648.85,0.89,15.73,1.23
2022-02-28 01:00:00,15389.28,2491.18,0.92,15.23,1.39
2022-02-28 02:00:00,15445.53,2445.43,0.93,15.17,1.08
2022-02-28 03:00:00,15318.09,2415.24,1.12,15.06,1.07
2022-02-28 04:00:00,15517.4,2449.06,1.33,15.29,1.42
2022-02-28 05:00:00,16561.31,2614.59,1.87,16.41,1.65
2022-02-28 06:00:00,17693.62,2647.68,2.04,17.22,2.6
2022-02-28 07:00:00,18057.48,2710.59,2.11,17.59,155.86
2022-02-28 08:00:00,18817.2,2910.96,1.93,18.47,1563.38
2022-02-28 09:00:00,18765.72,3274.53,1.68,19.19,4699.93
2022-02-28 10:00:00,19784.97,4070.32,1.49,21.54,7276.6
2022-02-28 11:00:00,19149.7,4511.7,1.28,22.07,9482.01
2022-02-28 12:00:00,19202.14,4920.48,1.23,22.99,10823.33
2022-02-28 13:00:00,19250.74,5360.82,1.12,23.97,10944.89
2022-02-28 14:00:00,19475.83,5703.29,1.0,24.84,11556.49
2022-02-28 15:00:00,19534.4,5914.16,0.92,25.32,10062.2
2022-02-28 16:00:00,19202.07,6090.41,0.88,25.49,7660.62
2022-02-28 17:00:00,18479.0,6002.47,0.87,24.85,3634.32
2022-02-28 18:00:00,18173.91,5599.69,0.97,23.79,749.81
2022-02-28 19:00:00,16969.28,5036.23,1.11,21.83,249.1
2022-02-28 20:00:00,16659.3,4553.47,1.11,20.58,3.93
2022-02-28 21:00:00,18653.21,3973.19,0.93,20.52,3.76
2022-02-28 22:00:00,19798.36,3642.89,0.85,20.49,3.48
2022-02-28 23:00:00,19018.53,3302.06,0.78,19.25,2.9
2022-03-01 00:00:00,18454.28,2982.88,13.66,20.55,2.63
2022-03-01 01:00:00,18412.16,2890.99,13.76,20.34,2.23
2022-03-01 02:00:00,18270.39,2847.95,11.75,19.79,1.72
2022-03-01 03:00:00,18045.02,2753.39,11.78,19.45,1.57
2022-03-01 04:00:00,17999.93,2838.26,12.94,19.82,1.42
2022-03-01 05:00:00,17633.9,2976.91,13.5,19.99,1.01
2022-03-01 06:00:00,18400.18,3045.34,13.86,20.69,1.27
2022-03-01 07:00:00,19250.35,3028.54,14.34,21.27,308.05
2022-03-01 08:00:00,19070.58,3338.75,14.13,21.8,3410.88
2022-03-01 09:00:00,20200.77,4172.78,13.32,24.19,7138.68
2022-03-01 10:00:00,20335.73,4922.16,13.06,25.87,9855.61
2022-03-01 11:00:00,19778.87,5562.39,10.62,26.48,12115.47
2022-03-01 12:00:00,20040.44,5972.31,10.05,27.43,12952.73
2022-03-01 13:00:00,20093.78,6205.44,10.41,28.04,12750.15
2022-03-01 14:00:00,20164.84,6513.02,8.8,28.47,11251.53
2022-03-01 15:00:00,20049.52,6698.56,8.89,28.82,10360.39
2022-03-01 16:00:00,19604.31,6820.54,10.7,29.14,8057.9
2022-03-01 17:00:00,19066.71,6789.43,8.69,28.37,3774.36
2022-03-01 18:00:00,18618.65,6231.8,10.75,27.25,717.52
2022-03-01 19:00:00,18177.01,5574.31,11.14,25.6,205.11
2022-03-01 20:00:00,17721.9,5196.18,13.64,24.94,4.4
2022-03-01 21:00:00,17119.1,4727.21,13.36,23.49,4.0
2022-03-01 22:00:00,19649.29,4030.08,12.47,23.37,3.68
2022-03-01 23:00:00,19698.31,3693.42,12.05,22.59,3.21
2022-03-02 00:00:00,19417.16,3412.44,11.52,21.7,2.74
2022-03-02 01:00:00,19141.12,3268.2,11.57,21.22,2.31
2022-03-02 02:00:00,19004.29,3090.02,10.81,20.61,1.91
2022-03-02 03:00:00,18478.58,2928.96,11.31,20.02,1.63
2022-03-02 04:00:00,18481.19,2890.58,12.69,20.19,1.22
2022-03-02 05:00:00,18724.56,2970.26,13.44,20.65,0.86
2022-03-02 06:00:00,18085.43,3082.73,14.24,20.64,1.11
2022-03-02 07:00:00,18189.38,3082.97,13.71,20.61,345.79
2022-03-02 08:00:00,18345.77,3247.23,13.99,21.12,3330.13
2022-03-02 09:00:00,18724.83,3926.94,13.03,22.67,7279.63
2022-03-02 10:00:00,19218.33,5060.9,11.03,25.1,10454.2
2022-03-02 11:00:00,19237.95,5743.09,9.98,26.42,12314.48
2022-03-02 12:00:00,19546.63,6244.22,10.54,27.81,13357.8
2022-03-02 13:00:00,19812.8,6644.77,10.38,28.83,12975.16
2022-03-02 14:00:00,20120.85,6962.56,9.41,29.54,11773.69
2022-03-02 15:00:00,20949.97,7366.67,7.92,30.67,10616.56
2022-03-02 16:00:00,20705.65,7451.53,8.95,30.89,7943.59
2022-03-02 17:00:00,19940.46,7173.52,10.9,30.16,3326.76
2022-03-02 18:00:00,19215.55,6469.19,9.49,27.91,622.71
2022-03-02 19:00:00,18214.3,5914.09,10.86,26.32,188.79
2022-03-02 20:00:00,17532.14,5523.02,11.89,25.22,14.68
2022-03-02 21:00:00,17928.09,4959.25,13.51,24.53,1.88
2022-03-02 22:00:00,21189.09,4446.5,13.17,25.37,1.67
2022-03-02 23:00:00,20173.75,3977.62,12.03,23.5,1.39
2022-03-03 00:00:00,19276.25,3685.65,11.99,22.3,1.21
2022-03-03 01:00:00,19170.18,3388.43,10.99,21.4,1.03
2022-03-03 02:00:00,19036.35,3241.03,11.19,21.03,0.85
2022-03-03 03:00:00,18840.4,3083.57,11.67,20.65,0.82
2022-03-03 04:00:00,18951.14,3215.56,11.85,21.04,0.99
2022-03-03 05:00:00,19704.81,3433.94,11.62,21.95,0.81
2022-03-03 06:00:00,19402.6,3605.79,12.79,22.35,0.9
2022-03-03 07:00:00,19093.86,3631.68,13.61,22.36,437.32
2022-03-03 08:00:00,19227.65,3998.03,13.19,23.17,2920.9
2022-03-03 09:00:00,20314.87,4682.06,13.4,25.39,7144.32
2022-03-03 10:00:00,20766.91,5559.13,10.17,27.0,9498.49
2022-03-03 11:00:00,20365.29,6062.28,11.26,28.06,12024.79
2022-03-03 12:00:00,20914.67,6617.48,11.2,29.6,12788.73
2022-03-03 13:00:00,21159.83,7067.28,9.37,30.41,12428.19
2022-03-03 14:00:00,21216.26,7432.14,8.92,31.16,12108.13
2022-03-03 15:00:00,21288.75,7692.36,9.44,31.87,10864.98
2022-03-03 16:00:00,21113.77,7786.26,8.22,31.75,8399.76
2022-03-03 17:00:00,20504.77,7706.53,7.57,31.07,4095.39
2022-03-03 18:00:00,19919.89,7064.7,8.89,29.54,843.54
2022-03-03 19:00:00,19433.58,6506.44,9.58,28.14,259.8
2022-03-03 20:00:00,17939.53,5940.0,9.38,25.93,55.34
2022-03-03 21:00:00,17597.25,5450.4,9.64,24.69,0.74
2022-03-03 22:00:00,21160.17,5013.09,11.69,26.33,0.76
2022-03-03 23:00:00,21032.82,4772.17,10.33,25.47,0.77
2022-03-04 00:00:00,20080.66,4427.47,11.6,24.35,0.77
2022-03-04 01:00:00,19711.67,4218.82,11.97,23.73,0.75
2022-03-04 02:00:00,19388.84,3905.58,10.69,22.61,0.8
2022-03-04 03:00:00,19223.84,3635.22,9.86,21.76,0.95
2022-03-04 04:00:00,19299.73,3589.3,11.66,22.04,0.81
2022-03-04 05:00:00,19892.82,3727.65,13.68,23.08,0.84
2022-03-04 06:00:00,18725.63,3842.39,13.46,22.57,1.01
2022-03-04 07:00:00,18563.61,3690.41,13.17,22.08,389.54
2022-03-04 08:00:00,18942.29,3995.94,12.78,22.91,3706.8
2022-03-04 09:00:00,20195.85,4701.66,12.23,25.14,7710.81
2022-03-04 10:00:00,21037.14,5195.11,11.58,26.63,10717.68
2022-03-04 11:00:00,20253.0,5380.93,11.23,26.49,13424.01
2022-03-04 12:00:00,19553.74,5500.17,11.85,26.42,11740.96
2022-03-04 13:00:00,19304.33,5400.22,11.09,25.91,9591.23
2022-03-04 14:00:00,18820.57,4895.1,11.67,24.61,5712.58
2022-03-04 15:00:00,18503.24,4937.73,9.38,24.08,8342.51
2022-03-04 16:00:00,18085.91,4972.56,8.57,23.75,5355.26
2022-03-04 17:00:00,17082.9,4632.73,10.02,22.65,2692.35
2022-03-04 18:00:00,16578.85,4116.97,12.07,21.57,562.53
2022-03-04 19:00:00,16378.13,3708.49,11.92,20.53,49.63
2022-03-04 20:00:00,15987.02,3540.11,13.19,20.15,0.89
2022-03-04 21:00:00,16107.51,3431.85,12.94,19.94,0.85
2022-03-04 22:00:00,18663.35,3164.54,13.56,21.06,0.82
2022-03-04 23:00:00,18711.66,2970.2,12.26,20.42,0.86
2022-03-05 00:00:00,17798.69,2756.87,12.18,19.37,0.82
2022-03-05 01:00:00,17655.88,2637.07,12.14,19.01,0.82
2022-03-05 02:00:00,17593.65,2551.33,11.49,18.67,0.97
2022-03-05 03:00:00,17432.6,2480.38,11.99,18.5,1.06
2022-03-05 04:00:00,17500.08,2464.6,11.94,18.5,0.87
2022-03-05 05:00:00,17279.74,2580.16,12.82,18.78,0.93
2022-03-05 06:00:00,17679.89,2640.46,13.36,19.26,1.19
2022-03-05 07:00:00,16342.68,2561.28,13.12,18.21,218.31
2022-03-05 08:00:00,16160.52,2693.95,13.14,18.39,3675.33
2022-03-05 09:00:00,16342.6,3010.53,11.5,18.9,7761.03
2022-03-05 10:00:00,17194.83,3491.04,10.74,20.34,10530.9
2022-03-05 11:00:00,17708.15,3899.67,10.38,21.49,12371.68
2022-03-05 12:00:00,17817.08,4077.41,12.2,22.29,10116.64
2022-03-05 13:00:00,17509.06,4246.09,12.23,22.47,8123.44
2022-03-05 14:00:00,17945.19,4608.55,9.91,23.11,11657.66
2022-03-05 15:00:00,17798.84,4554.58,11.71,23.23,8551.22
2022-03-05 16:00:00,17688.33,4551.99,9.17,22.69,7697.31
2022-03-05 17:00:00,17295.19,4390.34,10.07,22.26,3873.01
2022-03-05 18:00:00,17214.83,3977.26,11.02,21.47,777.7
2022-03-05 19:00:00,16994.86,3540.81,11.3,20.43,82.93
2022-03-05 20:00:00,16542.47,3190.62,11.98,19.5,0.81
2022-03-05 21:00:00,15605.49,2843.4,12.25,18.21,0.82
2022-03-05 22:00:00,15607.57,2581.5,12.91,17.75,0.88
2022-03-05 23:00:00,15308.63,2403.73,12.09,17.03,0.89
2022-03-06 00:00:00,14978.41,2235.32,13.0,16.62,1.03
2022-03-06 01:00:00,14795.29,2084.29,11.6,15.92,0.91
2022-03-06 02:00:00,14924.27,2033.03,12.09,15.98,0.93
2022-03-06 03:00:00,14747.79,2017.67,12.77,15.96,1.12
2022-03-06 04:00:00,15143.44,1959.86,12.45,16.02,0.99
2022-03-06 05:00:00,15654.78,2004.27,12.22,16.39,1.1
2022-03-06 06:00:00,16034.95,2078.86,13.93,17.11,1.79
2022-03-06 07:00:00,15956.86,2106.62,13.77,17.09,472.61
2022-03-06 08:00:00,15774.19,2107.63,12.02,16.66,3968.78
2022-03-06 09:00:00,15799.89,2349.52,11.89,17.18,7934.93
2022-03-06 10:00:00,16145.43,2533.67,10.57,17.56,10813.36
2022-03-06 11:00:00,16324.01,2707.34,11.45,18.21,13348.25
2022-03-06 12:00:00,16503.46,2902.56,11.46,18.75,14067.97
2022-03-06 13:00:00,17423.73,3180.53,11.85,20.01,13908.69
2022-03-06 14:00:00,17166.85,3303.99,11.55,20.06,13056.45
2022-03-06 15:00:00,16880.88,3354.51,10.98,19.89,11333.28
2022-03-06 16:00:00,16704.46,3329.67,9.64,19.48,8779.27
2022-03-06 17:00:00,16076.23,3188.78,12.18,19.25,4414.06
2022-03-06 18:00:00,16099.59,2963.77,12.28,18.79,901.44
2022-03-06 19:00:00,16179.41,2726.54,12.18,18.3,359.48
2022-03-06 20:00:00,15973.29,2612.5,12.12,17.91,131.14
2022-03-06 21:00:00,15785.7,2501.85,11.49,17.43,0.92
2022-03-06 22:00:00,15700.37,2309.04,11.44,16.95,0.92
2022-03-06 23:00:00,15312.86,2109.03,10.96,16.18,0.99
2022-03-07 00:00:00,15466.45,1919.87,12.89,16.21,0.97
2022-03-07 01:00:00,15314.27,1873.2,12.22,15.89,0.95
2022-03-07 02:00:00,15360.37,1850.46,13.47,16.1,0.97
2022-03-07 03:00:00,15452.7,1819.26,12.57,15.92,0.99
2022-03-07 04:00:00,15674.62,1856.17,12.95,16.21,1.02
2022-03-07 05:00:00,16479.4,2037.78,13.71,17.25,1.04
2022-03-07 06:00:00,17502.49,2042.39,14.26,18.0,1.99
2022-03-07 07:00:00,17815.01,2131.9,14.14,18.37,482.22
2022-03-07 08:00:00,17893.99,2181.82,13.58,18.43,3964.58
2022-03-07 09:00:00,18154.62,2483.37,12.53,19.06,7717.58
2022-03-07 10:00:00,17722.64,2817.09,10.72,19.19,10567.96
2022-03-07 11:00:00,17779.44,3137.02,11.13,20.0,13223.36
2022-03-07 12:00:00,17673.44,3554.35,8.95,20.45,13735.45
2022-03-07 13:00:00,17515.3,3921.17,10.62,21.46,13055.41
2022-03-07 14:00:00,17509.06,4076.68,12.1,22.07,13130.92
2022-03-07 15:00:00,17293.0,4112.6,10.04,21.64,9340.86
2022-03-07 16:00:00,16947.19,3888.26,11.1,21.13,5204.02
2022-03-07 17:00:00,16614.03,3712.66,11.12,20.54,2480.44
2022-03-07 18:00:00,16527.41,3607.57,11.35,20.29,932.18
2022-03-07 19:00:00,16648.75,3184.11,11.33,19.44,185.56
2022-03-07 20:00:00,16135.38,2877.64,11.58,18.49,0.85
2022-03-07 21:00:00,15659.92,2594.21,11.58,17.57,0.9
2022-03-07 22:00:00,16257.27,2300.02,12.6,17.49,0.92
2022-03-07 23:00:00,18779.44,2192.73,12.6,18.82,0.94
2022-03-08 00:00:00,17667.54,1981.4,12.54,17.66,0.96
2022-03-08 01:00:00,17617.38,1879.87,12.16,17.33,0.94
2022-03-08 02:00:00,18064.44,1910.91,12.39,17.72,0.98
2022-03-08 03:00:00,17886.07,1848.67,12.43,17.48,0.99
2022-03-08 04:00:00,17974.05,1910.68,13.11,17.8,0.99
2022-03-08 05:00:00,18736.19,2014.8,13.62,18.59,1.0
2022-03-08 06:00:00,19304.22,2068.89,14.46,19.22,2.4
2022-03-08 07:00:00,18562.37,2126.86,14.68,18.92,519.8
2022-03-08 08:00:00,18409.9,2130.15,13.5,18.62,4138.26
2022-03-08 09:00:00,18549.03,2497.0,12.83,19.39,8110.5
2022-03-08 10:00:00,17846.19,2761.74,11.59,19.31,10790.29
2022-03-08 11:00:00,17994.86,2973.07,11.9,19.92,14018.76
2022-03-08 12:00:00,18058.5,3154.05,11.45,20.27,14122.28
2022-03-08 13:00:00,18030.06,3324.39,11.31,20.6,13980.85
2022-03-08 14:00:00,17821.78,3629.09,10.94,21.07,13307.92
2022-03-08 15:00:00,17581.54,3787.52,11.6,21.39,11742.24
2022-03-08 16:00:00,17114.02,3870.43,10.68,21.11,9247.08
2022-03-08 17:00:00,16518.04,3769.21,11.13,20.6,4842.9
2022-03-08 18:00:00,16432.44,3554.97,12.25,20.28,1020.21
2022-03-08 19:00:00,16565.58,3141.34,11.65,19.35,338.83
2022-03-08 20:00:00,16329.65,2854.09,11.41,18.53,87.82
2022-03-08 21:00:00,15847.31,2629.51,12.55,17.95,0.92
2022-03-08 22:00:00,17327.72,2369.44,12.07,18.21,0.95
2022-03-08 23:00:00,18196.26,2141.71,11.8,18.2,1.01
2022-03-09 00:00:00,17855.74,1940.97,12.22,17.63,1.03
2022-03-09 01:00:00,17793.68,1869.25,12.46,17.47,0.99
2022-03-09 02:00:00,17815.25,1833.46,12.95,17.5,1.02
2022-03-09 03:00:00,17812.26,1779.41,12.91,17.37,1.04
2022-03-09 04:00:00,17919.88,1764.73,13.0,17.42,1.02
2022-03-09 05:00:00,18011.91,1902.91,13.35,17.85,1.03
2022-03-09 06:00:00,18584.83,2037.75,15.59,18.91,2.58
2022-03-09 07:00:00,18252.48,2038.47,15.43,18.68,551.36
2022-03-09 08:00:00,18486.0,2082.21,13.81,18.62,4200.93
2022-03-09 09:00:00,18823.65,2372.92,12.99,19.32,7829.93
2022-03-09 10:00:00,18195.71,2706.96,11.92,19.46,10713.02
2022-03-09 11:00:00,17970.55,3050.31,11.05,19.92,13191.89
2022-03-09 12:00:00,18074.05,3567.48,10.43,21.0,13740.39
2022-03-09 13:00:00,17990.1,4014.82,9.64,21.79,13981.78
2022-03-09 14:00:00,17970.57,4341.39,9.3,22.43,13194.6
2022-03-09 15:00:00,17712.97,4621.45,9.95,23.0,11703.13
2022-03-09 16:00:00,17276.13,4742.43,9.4,22.89,9178.72
2022-03-09 17:00:00,16848.58,4679.7,10.28,22.65,4702.96
2022-03-09 18:00:00,16372.42,4367.11,11.61,21.91,1021.22
2022-03-09 19:00:00,16567.51,3881.64,11.65,20.97,321.81
2022-03-09 20:00:00,16095.9,3543.45,11.8,19.97,68.1
2022-03-09 21:00:00,15928.89,3246.31,11.43,19.14,1.02
2022-03-09 22:00:00,18223.59,2773.21,10.89,19.44,0.94
2022-03-09 23:00:00,18247.8,2388.63,10.31,18.5,0.98
2022-03-10 00:00:00,18314.65,2184.15,10.79,18.19,1.03
2022-03-10 01:00:00,17968.47,2042.92,11.65,17.82,1.02
2022-03-10 02:00:00,17840.38,1992.11,10.95,17.5,1.03
2022-03-10 03:00:00,17938.15,1899.0,12.4,17.62,1.14
2022-03-10 04:00:00,17996.91,1863.94,13.14,17.72,1.06
2022-03-10 05:00:00,19025.62,2000.34,13.95,18.8,1.38
2022-03-10 06:00:00,18698.95,2122.4,14.43,18.96,3.76
2022-03-10 07:00:00,18349.39,2163.19,14.72,18.88,567.98
2022-03-10 08:00:00,17890.76,2338.7,13.23,18.71,4140.86
2022-03-10 09:00:00,18434.1,2609.07,12.32,19.47,7718.69
2022-03-10 10:00:00,18893.2,3215.69,10.46,20.75,10851.4
2022-03-10 11:00:00,17820.28,3774.64,9.18,21.07,13640.67
2022-03-10 12:00:00,17794.15,4161.91,11.09,22.25,13922.04
2022-03-10 13:00:00,17732.2,4529.38,10.92,22.99,12124.46
2022-03-10 14:00:00,17873.89,4653.84,8.97,22.99,11294.69
2022-03-10 15:00:00,17538.15,4777.97,8.03,22.89,8776.29
2022-03-10 16:00:00,17189.03,4718.39,8.16,22.56,6416.33
2022-03-10 17:00:00,16622.45,4462.57,10.46,22.07,2340.67
2022-03-10 18:00:00,16493.21,4134.9,10.21,21.22,635.51
2022-03-10 19:00:00,16522.73,3515.35,11.43,20.1,128.02
2022-03-10 20:00:00,16228.29,3089.73,10.8,18.87,0.9
2022-03-10 21:00:00,15944.8,2690.69,12.2,18.08,0.93
2022-03-10 22:00:00,16769.32,2396.85,12.08,17.92,0.96
2022-03-10 23:00:00,18363.2,2154.64,12.53,18.47,1.07
2022-03-11 00:00:00,18428.35,1923.63,12.31,17.96,1.09
2022-03-11 01:00:00,18596.86,1880.73,12.55,18.02,1.08
2022-03-11 02:00:00,18669.13,1874.16,11.83,17.92,1.11
2022-03-11 03:00:00,18755.66,1854.46,13.12,18.16,1.14
2022-03-11 04:00:00,18834.58,1879.3,13.22,18.28,1.26
2022-03-11 05:00:00,19403.25,1993.2,14.42,19.11,1.13
2022-03-11 06:00:00,19574.21,2049.71,14.9,19.43,4.11
2022-03-11 07:00:00,18502.67,2178.9,13.88,18.86,615.43
2022-03-11 08:00:00,18597.6,2225.29,12.53,18.77,4272.29
2022-03-11 09:00:00,18783.27,2644.69,13.01,19.89,8298.67
2022-03-11 10:00:00,18173.89,2877.51,11.5,19.75,10812.52
2022-03-11 11:00:00,18200.87,3111.05,11.21,20.22,14349.71
2022-03-11 12:00:00,18120.19,3423.24,8.78,20.41,14155.99
2022-03-11 13:00:00,18025.78,3817.52,11.44,21.71,14203.5
2022-03-11 14:00:00,17918.2,4120.18,10.56,22.14,13466.65
2022-03-11 15:00:00,17640.96,4311.11,9.78,22.24,11347.89
2022-03-11 16:00:00,17193.08,4387.62,9.64,22.11,8789.96
2022-03-11 17:00:00,16766.91,4395.32,10.23,21.97,4910.18
2022-03-11 18:00:00,16513.78,4063.99,11.59,21.33,1066.36
2022-03-11 19:00:00,16433.47,3622.81,11.53,20.3,338.69
2022-03-11 20:00:00,16025.78,3349.02,12.27,19.58,86.5
2022-03-11 21:00:00,15861.62,3090.01,10.65,18.62,0.99
2022-03-11 22:00:00,18005.54,2810.53,10.82,19.37,0.94
2022-03-11 23:00:00,18621.37,2387.22,11.36,18.93,0.97
2022-03-12 00:00:00,18690.38,2184.52,12.55,18.74,0.97
2022-03-12 01:00:00,18649.29,2265.6,13.3,19.03,0.95
2022-03-12 02:00:00,18633.0,2162.36,13.65,18.86,1.0
2022-03-12 03:00:00,18789.17,2073.99,13.77,18.78,0.96
2022-03-12 04:00:00,18825.71,2108.31,14.16,18.95,0.98
2022-03-12 05:00:00,19115.78,2134.76,13.93,19.15,1.03
2022-03-12 06:00:00,18498.48,2257.75,14.91,19.21,4.71
2022-03-12 07:00:00,16932.93,2225.3,14.96,18.18,713.44
2022-03-12 08:00:00,16569.26,2367.59,13.06,17.91,4680.48
2022-03-12 09:00:00,16647.41,2893.88,12.2,18.96,8338.36
2022-03-12 10:00:00,17396.26,3595.01,10.24,20.61,11453.64
2022-03-12 11:00:00,17835.11,4203.3,11.75,22.49,14061.24
2022-03-12 12:00:00,17909.36,4628.75,10.69,23.28,14046.51
2022-03-12 13:00:00,18185.26,4994.09,10.16,24.15,13948.25
2022-03-12 14:00:00,18350.05,5275.73,8.89,24.64,13079.26
2022-03-12 15:00:00,18210.82,5344.89,9.01,24.73,11857.32
2022-03-12 16:00:00,18232.08,5379.12,8.25,24.68,9398.66
2022-03-12 17:00:00,17924.17,5286.68,8.88,24.4,5043.75
2022-03-12 18:00:00,17660.19,5020.95,11.3,24.09,1188.61
2022-03-12 19:00:00,17427.25,4612.39,10.93,22.98,332.96
2022-03-12 20:00:00,16921.07,4173.14,10.34,21.6,3.07
2022-03-12 21:00:00,16551.33,3766.97,11.93,20.77,1.39
2022-03-12 22:00:00,16472.3,3493.19,23899.94,4385.65,5.97
2022-03-12 23:00:00,15554.74,3005.31,11.1,18.32,3.81
2022-03-13 00:00:00,15164.34,2552.87,11.04,17.07,1.86
2022-03-13 01:00:00,14990.39,2371.77,11.7,16.69,0.92
2022-03-13 02:00:00,15033.73,2245.72,12.61,16.61,3.55
2022-03-13 03:00:00,15007.83,2224.04,12.53,16.53,14.27
2022-03-13 04:00:00,15135.9,2180.24,12.92,16.58,5.63
2022-03-13 05:00:00,15702.25,2239.83,13.74,17.22,2.02
2022-03-13 06:00:00,16378.19,2272.15,14.07,17.77,13.05
2022-03-13 07:00:00,16153.26,2268.79,14.06,17.62,728.5
2022-03-13 08:00:00,16142.39,2531.27,11.43,17.71,4529.13
2022-03-13 09:00:00,16476.55,2972.21,11.58,18.91,8247.08
2022-03-13 10:00:00,17485.96,3717.77,9.65,20.82,11255.38
2022-03-13 11:00:00,17725.26,4330.16,11.11,22.58,13868.31
2022-03-13 12:00:00,17879.9,4798.56,9.54,23.42,13819.84
2022-03-13 13:00:00,18011.19,5154.67,9.33,24.24,11821.03
2022-03-13 14:00:00,18175.36,5305.61,9.58,24.72,12043.31
2022-03-13 15:00:00,18186.41,5421.37,9.71,25.01,10480.38
2022-03-13 16:00:00,18509.07,5461.41,9.2,25.2,7625.17
2022-03-13 17:00:00,18553.21,5463.59,9.42,25.28,4505.83
2022-03-13 18:00:00,17762.97,5167.65,10.95,24.41,897.91
2022-03-13 19:00:00,17671.24,4751.5,11.71,23.58,314.71
2022-03-13 20:00:00,17281.41,4422.46,11.17,22.52,8.33
2022-03-13 21:00:00,17184.54,4148.29,12.46,22.09,6.09
2022-03-13 22:00:00,16900.34,3856.1,12.06,21.2,2.98
2022-03-13 23:00:00,16057.98,3210.19,12.59,19.36,4.09
2022-03-14 00:00:00,15829.99,3049.25,11.76,18.71,3.28
